1	2
1	3
1	4
1	5
1	6
1	7
1	8
1	9
1	10
1	11
1	12
1	13
1	14
1	15
1	16
1	17
1	18
1	19
1	20
1	21
1	22
1	23
1	24
1	25
1	26
1	27
1	28
1	29
1	30
1	31
1	32
1	33
1	60
2	3
2	4
2	5
2	6
2	7
2	8
2	9
2	10
2	11
2	12
2	13
2	14
2	15
2	16
2	17
2	18
2	19
2	20
2	21
2	22
2	23
2	24
2	25
2	26
2	28
2	29
2	30
2	31
2	32
2	33
2	72
2	79
2	81
2	84
2	101
2	102
2	107
2	113
3	4
3	5
3	6
3	7
3	8
3	9
3	10
3	11
3	12
3	13
3	14
3	15
3	16
3	17
3	18
3	19
3	20
3	21
3	22
3	23
3	24
3	25
3	26
3	27
3	28
3	29
3	30
3	31
3	33
3	36
3	55
3	95
3	107
3	113
4	5
4	6
4	7
4	8
4	9
4	10
4	11
4	12
4	13
4	14
4	15
4	16
4	17
4	18
4	19
4	20
4	21
4	22
4	23
4	24
4	25
4	26
4	27
4	28
4	29
4	30
4	31
4	32
4	33
4	69
4	81
4	93
4	95
5	6
5	7
5	8
5	9
5	10
5	12
5	13
5	14
5	15
5	16
5	17
5	18
5	19
5	20
5	21
5	22
5	23
5	24
5	25
5	26
5	27
5	28
5	29
5	30
5	31
5	33
5	81
5	113
5	125
5	138
6	7
6	8
6	9
6	10
6	11
6	12
6	13
6	14
6	15
6	16
6	17
6	18
6	19
6	20
6	21
6	22
6	23
6	24
6	25
6	26
6	28
6	29
6	30
6	31
6	32
6	33
6	107
7	8
7	10
7	12
7	13
7	14
7	15
7	16
7	17
7	18
7	19
7	20
7	21
7	22
7	23
7	24
7	25
7	26
7	27
7	28
7	29
7	30
7	31
7	33
7	81
8	9
8	10
8	11
8	12
8	13
8	14
8	15
8	16
8	17
8	18
8	19
8	20
8	21
8	22
8	23
8	24
8	25
8	26
8	28
8	29
8	30
8	31
8	32
8	33
9	10
9	11
9	12
9	13
9	14
9	15
9	16
9	17
9	18
9	19
9	20
9	21
9	22
9	23
9	25
9	26
9	27
9	28
9	29
9	30
9	31
9	32
9	33
9	69
9	84
9	113
9	128
10	11
10	12
10	13
10	14
10	15
10	16
10	17
10	18
10	19
10	20
10	21
10	22
10	23
10	24
10	25
10	26
10	27
10	28
10	29
10	30
10	31
10	33
10	69
10	81
10	95
10	113
10	148
11	12
11	13
11	14
11	15
11	17
11	18
11	19
11	20
11	21
11	22
11	24
11	27
11	28
11	30
11	33
11	83
11	107
11	111
11	113
11	115
11	121
11	126
11	128
11	131
11	141
11	143
11	147
12	13
12	14
12	15
12	16
12	17
12	18
12	19
12	20
12	21
12	22
12	23
12	24
12	25
12	26
12	27
12	28
12	29
12	30
12	31
12	32
12	33
12	69
12	81
12	125
13	14
13	15
13	16
13	17
13	18
13	19
13	20
13	22
13	23
13	24
13	25
13	26
13	27
13	28
13	29
13	30
13	31
13	32
13	33
13	95
13	113
14	15
14	16
14	17
14	18
14	19
14	20
14	21
14	22
14	23
14	24
14	25
14	26
14	27
14	28
14	29
14	30
14	31
14	32
14	33
14	53
14	107
14	113
14	116
14	122
14	138
15	16
15	17
15	18
15	19
15	20
15	21
15	22
15	23
15	24
15	25
15	26
15	28
15	29
15	30
15	31
15	33
15	55
15	60
15	107
15	113
15	138
16	17
16	18
16	19
16	20
16	23
16	24
16	25
16	26
16	28
16	29
16	31
16	32
16	33
16	84
16	95
16	107
16	113
17	18
17	19
17	20
17	21
17	22
